"","Name","Platform","Year_of_Release","Genre","Publisher","NA_Sales","EU_Sales","JP_Sales","Other_Sales","Global_Sales","Critic_Score","Critic_Count","User_Score","User_Count","Developer","Rating"
"9363","Dragon Age Origins: Awakening","PC","2010","Role-Playing","Electronic Arts",0.01,0.1,0,0.02,0.13,NA,NA,1,NA,"",""
"9365","Divinity II: The Dragon Knight Saga","X360","2010","Role-Playing","Focus Home Interactive",0.11,0.02,0,0.01,0.13,72,13,77,50,"Larian Studios","M"
"9367","Kung Fu Panda 2","Wii","2011","Action","THQ",0.07,0.05,0,0.01,0.13,NA,NA,1,NA,"",""
"9369","Pro Baseball Spirits 2015","PSV","2015","Action","Konami Digital Entertainment",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9370","Haunted House","Wii","2010","Action","Atari",0.12,0,0,0.01,0.13,41,6,97,NA,"Atari, Atari SA","E10+"
"9374","Puzzle Kingdoms","DS","2009","Puzzle","Zoo Digital Publishing",0.12,0,0,0.01,0.13,64,12,62,4,"Infinite Interactive","E10+"
"9375","Hyperdimension Neptunia","PSV","2013","Role-Playing","Compile Heart",0.05,0,0.07,0.01,0.13,NA,NA,1,NA,"",""
"9376","Life is Strange","XOne","2016","Adventure","Square Enix",0.09,0.03,0,0.01,0.13,85,4,86,123,"DONTNOD Entertainment","M"
"9377","Suite PreCure: Melody Collection","DS","2011","Misc","Namco Bandai Games",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9384","MLB 11: The Show","PS2","2011","Sports","Sony Computer Entertainment",0.06,0.05,0,0.02,0.13,NA,NA,61,6,"SCEA San Diego Studios","E"
"9386","X-Blades","PS3","2009","Action","SouthPeak Games",0.07,0.03,0.02,0.01,0.13,50,31,58,15,"Gaijin Entertainment","M"
"9387","Teenage Mutant Ninja Turtles: Danger of the Ooze","3DS","2014","Adventure","Activision",0.08,0.04,0,0.01,0.13,NA,NA,97,NA,"WayForward","E10+"
"9397","Ken to Mahou to Gakuen Mono. 3","PSP","2010","Role-Playing","Acquire",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9401","Injustice: Gods Among Us","PSV","2013","Fighting","Warner Bros. Interactive Entertainment",0.09,0,0,0.03,0.13,NA,NA,1,NA,"",""
"9404","Phantom Brave: We Meet Again","Wii","2009","Role-Playing","Nippon Ichi Software",0.12,0,0.01,0.01,0.13,76,12,70,15,"Nippon Ichi Software","T"
"9407","Jikkyou Powerful Pro Yakyuu 2011 Ketteiban","PSP","2011","Sports","Konami Digital Entertainment",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9408","Tales of the Heroes: Twin Brave","PSP","2012","Role-Playing","Namco Bandai Games",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9411","Kung-Fu: High Impact","X360","2011","Action","Black Bean Games",0.08,0.05,0,0.01,0.13,56,18,77,20,"Virtual Air Guitar Company","T"
"9412","Euro Truck Simulator 2","PC","2012","Action","SCS Software",0,0.12,0,0.02,0.13,79,17,86,992,"SCS Software",""
"9413","Bakugan: Battle Trainer","DS","2010","Action","Activision",0.12,0,0,0.01,0.13,NA,NA,1,NA,"",""
"9414","Super Robot Wars BX","3DS","2015","Action","Namco Bandai Games",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9417","I Spy: Universe","DS","2010","Puzzle","Scholastic Inc.",0.12,0,0,0.01,0.13,NA,NA,97,NA,"Big Blue Bubble Inc., Scholastic, Inc.","E"
"9424","The Oregon Trail","3DS","2011","Simulation","Crave Entertainment",0.12,0,0,0.01,0.13,NA,NA,1,NA,"",""
"9426","TRON: Evolution","PSP","2010","Action","Disney Interactive Studios",0.1,0.02,0,0.02,0.13,NA,NA,97,NA,"SuperVillain Studios","E10+"
"9427","Gravity Rush Remastered","PS4","2015","Action","Sony Computer Entertainment",0.02,0.05,0.04,0.01,0.13,80,62,81,153,"Bluepoint Games","T"
"9429","Dengeki Bunko Fighting Climax","PSV","2014","Fighting","Sega",0.04,0,0.08,0.01,0.13,75,7,84,28,"Sega","T"
"9431","Littlest Pet Shop: Spring","DS","2009","Simulation","Electronic Arts",0.12,0,0,0.01,0.13,NA,NA,97,NA,"Electronic Arts","E"
"9435","Total War: WARHAMMER","PC","2016","Strategy","Sega",0,0.12,0,0.01,0.13,86,77,72,556,"Creative Assembly","T"
"9440","Soccer Tsuku DS: World Challenge 2010","DS","2010","Sports","Sega",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9441","The BIGS 2","PS3","2009","Sports","Take-Two Interactive",0.12,0,0,0.01,0.13,80,18,75,16,"Blue Castle Games","E10+"
"9442","LEGO Legends of Chima: Laval's Journey","PSV","2013","Adventure","Warner Bros. Interactive Entertainment",0.01,0.09,0,0.03,0.13,64,5,65,8,"TT Games","E10+"
"9443","DreamWorks Super Star Kartz","Wii","2011","Racing","Activision",0.08,0.03,0,0.01,0.13,NA,NA,97,NA,"Activision","E"
"9445","The Amazing Race","Wii","2010","Misc","Ubisoft",0.12,0,0,0.01,0.13,NA,NA,97,NA,"Ludia Inc.","E"
"9447","Slime MoriMori Dragon Quest 3: Taikaizoku to Shippo Dan","3DS","2011","Role-Playing","Square Enix",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9449","Hasbro Family Fun Pack","XOne","2015","Misc","Ubisoft",0.1,0.02,0,0.01,0.13,NA,NA,97,NA,"Ubisoft","E10+"
"9450","Amagami","PS2","2009","Adventure","Enterbrain",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9452","NCIS","Wii","2011","Adventure","Ubisoft",0.08,0.04,0,0.01,0.13,NA,NA,97,NA,"Ubisoft","T"
"9453","The IdolM@ster: One for All","PS3","2014","Misc","Namco Bandai Games",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9458","Chuck E. Cheese's Game Room","DS","2010","Misc","UFO Interactive",0.12,0,0,0.01,0.13,NA,NA,97,NA,"UFO Interactive","E"
"9462","Batman: Arkham Knight","PC","2015","Action","Warner Bros. Interactive Entertainment",0.09,0.03,0,0.01,0.13,70,14,24,1967,"Rocksteady Studios, Iron Galaxy Studios","M"
"9467","Pro Evolution Soccer 2017","PS3","2016","Sports","Konami Digital Entertainment",0.01,0.05,0.06,0.01,0.13,NA,NA,71,19,"Konami","E"
"9468","Zoobles! Spring to Life!","DS","2011","Misc","Activision",0.1,0.02,0,0.01,0.13,NA,NA,1,NA,"",""
"9471","F1 2011","PSV","2011","Racing","Codemasters",0.03,0.07,0.01,0.02,0.13,66,27,61,25,"Codemasters","E"
"9473","Ben 10 Galactic Racing","DS","2011","Racing","D3Publisher",0.09,0.03,0,0.01,0.13,NA,NA,97,NA,"Tantatus","E"
"9474","Grand Knights History","PSP","2011","Role-Playing","Marvelous Interactive",0,0,0.13,0,0.13,NA,NA,1,NA,"Vanillaware",""
"9475","Scene It? Bright Lights! Big Screen!","PS3","2009","Misc","Warner Bros. Interactive Entertainment",0.1,0.01,0,0.01,0.13,NA,NA,1,NA,"",""
"9482","Venetica","X360","2010","Role-Playing","DTP Entertainment",0.09,0.03,0,0.01,0.13,42,14,72,18,"Deck 13","T"
"9485","Transformers: Prime","WiiU","2012","Action","Activision",0.09,0.03,0,0.01,0.13,NA,NA,1,NA,"",""
"9486","Persona 4: Arena","X360","2012","Fighting","Atlus",0.08,0.01,0.03,0.01,0.13,83,21,72,60,"Arc System Works","T"
"9494","Space Camp","Wii","2009","Action","Activision",0.12,0,0,0.01,0.13,NA,NA,61,5,"7 Studios","E"
"9496","Lovely Lisa and Friends","DS","2010","Simulation","Tomy Corporation",0.12,0,0,0.01,0.13,NA,NA,97,NA,"",""
"9498","All Star Cheer Squad 2","Wii","2009","Sports","THQ",0.12,0,0,0.01,0.13,NA,NA,97,NA,"Gorilla Games","E"
"9501","Final Fantasy XIV: Heavensward","PS4","2015","Action","Square Enix",0,0.06,0.06,0.01,0.13,86,20,75,225,"Square Enix","T"
"9504","Barbie and the Three Musketeers","DS","2009","Adventure","Activision",0.12,0,0,0.01,0.13,NA,NA,97,NA,"WayForward","E"
"9505","Science Papa","Wii","2009","Misc","Activision",0.11,0.01,0,0.01,0.13,NA,NA,97,NA,"Activision","E"
"9510","Family Fortunes","Wii","2009","Misc","Mindscape",0,0.12,0,0.01,0.13,NA,NA,1,NA,"",""
"9511","Borderlands: Double Game Add-On Pack","X360","2010","Shooter","Take-Two Interactive",0.1,0.02,0,0.01,0.13,NA,NA,97,NA,"Gearbox Software","M"
"9512","Farming Simulator 2011","PC","2010","Simulation","N/A",0,0.13,0,0,0.13,NA,NA,69,23,"Giants Software","E"
"9513","Watch Dogs","WiiU","2014","Action","Ubisoft",0.07,0.05,0,0.01,0.13,62,15,63,162,"Ubisoft Romania","M"
"9514","BlazBlue: Continuum Shift II","PSP","2011","Fighting","PQube",0.03,0.02,0.07,0.01,0.13,77,8,67,10,"Arc System Works","T"
"9517","Pop'n Music Portable","PSP","2010","Misc","Konami Digital Entertainment",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9521","Game Party: Champions","WiiU","2012","Action","Warner Bros. Interactive Entertainment",0.09,0.03,0,0.01,0.13,24,8,34,21,"Phosphor Games Studio, LLC","E"
"9524","Peppa Pig: Fun and Games","Wii","2010","Misc","Ubisoft",0,0.11,0,0.02,0.13,NA,NA,1,NA,"",""
"9525","Dreamworks 2-in-1 Party Pack","DS","2010","Misc","Activision",0.12,0,0,0.01,0.13,NA,NA,97,NA,"Activision","E"
"9528","Green Lantern: Rise of the Manhunters","3DS","2011","Action","Warner Bros. Interactive Entertainment",0.09,0.03,0,0.01,0.13,42,6,38,7,"Griptonite Games","E10+"
"9530","Metal Max 3","DS","2010","Role-Playing","Enterbrain",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9532","Puyo Puyo!! 20th Anniversary","3DS","2011","Puzzle","Sega",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9533","My Baby: First Steps","Wii","2009","Simulation","SouthPeak Games",0.12,0,0,0.01,0.13,NA,NA,97,NA,"Dancing Dots","E"
"9536","Monster Hunter Frontier Online","X360","2010","Role-Playing","Capcom",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9538","Deception IV: Blood Ties","PSV","2014","Action","Tecmo Koei",0.02,0.02,0.07,0.01,0.13,67,19,74,61,"Koei Tecmo Games","M"
"9539","Rango: The Video Game","X360","2011","Action","Electronic Arts",0.06,0.06,0,0.01,0.13,68,25,79,9,"Behaviour Interactive","E10+"
"9540","Assassination Classroom: Grand Siege on Kuro-sensei","3DS","2015","Action","Namco Bandai Games",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9541","Megamind: The Blue Defender","PSP","2010","Adventure","THQ",0.08,0.03,0,0.02,0.13,NA,NA,97,NA,"THQ","E10+"
"9542","Puppies 3D","3DS","2011","Misc","Ubisoft",0.08,0.04,0,0.01,0.13,NA,NA,97,NA,"MTO","E"
"9543","Cars 2","PSP","2011","Racing","Disney Interactive Studios",0.1,0.01,0,0.02,0.13,NA,NA,1,NA,"",""
"9544","The Stronghold Collection","PC","2009","Strategy","Take-Two Interactive",0.03,0.08,0,0.02,0.13,NA,NA,97,NA,"Take-Two Interactive","T"
"9547","One Piece: Unlimited World Red","PSV","2014","Action","Namco Bandai Games",0.03,0.04,0.04,0.02,0.13,67,4,77,25,"Ganbarion","T"
"9548","The Price is Right 2010 Edition","DS","2009","Misc","Ubisoft",0.12,0,0,0.01,0.13,NA,NA,97,NA,"Ludia Inc.","E"
"9554","Eat Lead: The Return of Matt Hazard","PS3","2009","Shooter","D3Publisher",0.09,0.02,0,0.01,0.13,51,38,64,21,"Vicious Cycle","T"
"9558","Naruto Shippuden: Kizuna Drive","PSP","2010","Action","Namco Bandai Games",0.04,0.02,0.05,0.01,0.13,57,22,49,6,"Premium Agency","T"
"9559","Under Night In-Birth","PS3","2014","Fighting","Nippon Ichi Software",0.06,0.01,0.04,0.02,0.13,NA,NA,1,NA,"",""
"9561","Steel Battalion: Heavy Armor","X360","2012","Misc","Capcom",0.08,0.02,0.02,0.01,0.13,38,58,23,92,"From Software","M"
"9562","Green Lantern: Rise of the Manhunters","X360","2011","Action","Warner Bros. Interactive Entertainment",0.07,0.04,0,0.01,0.13,59,17,71,23,"Double Helix Games","T"
"9564","Fit in Six","PS3","2011","Sports","Ubisoft",0.12,0,0,0.01,0.13,NA,NA,69,10,"Blue Byte","E"
"9567","Tamagotchi no Pichi Pichi Omisecchi","DS","2010","Action","Namco Bandai Games",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9575","Hyperdevotion Noire: Goddess Black Heart","PSV","2014","Role-Playing","Idea Factory",0.04,0.01,0.06,0.02,0.13,68,24,70,36,"Sting","T"
"9578","Sengoku Basara 3 Utage","Wii","2011","Action","Capcom",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9583","Victorious: Time to Shine","X360","2011","Action","D3Publisher",0.12,0,0,0.01,0.13,NA,NA,64,4,"High Voltage Software","E"
"9591","The X-Factor","PS3","2010","Misc","Deep Silver",0,0.1,0,0.03,0.13,NA,NA,1,NA,"",""
"9597","Soccer Tsuku: Pro Soccer Club o Tsukurou!","PS3","2013","Sports","Sega",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9599","NBA 2K13","WiiU","2012","Sports","Take-Two Interactive",0.07,0.04,0,0.01,0.13,85,17,69,43,"Visual Concepts","E"
"9604","Top Shot Arcade","Wii","2011","Shooter","Activision",0.12,0,0,0.01,0.13,NA,NA,97,NA,"Activision","T"
"9606","Twister Mania","X360","2011","Misc","505 Games",0.1,0.01,0,0.01,0.13,NA,NA,97,NA,"Majesco Games, Majesco","E"
"9608","Gungnir: Mayari no Gunshin to Eiyuu Sensou","PSP","2011","Role-Playing","Atlus",0.07,0,0.04,0.01,0.13,NA,NA,1,NA,"",""
"9611","Fuse (Insomniac)","X360","2013","Shooter","Electronic Arts",0.09,0.03,0,0.01,0.13,NA,NA,1,NA,"",""
"9612","WipeOut 3 The Game","WiiU","2012","Action","Activision",0.11,0,0,0.01,0.13,NA,NA,1,NA,"",""
"9613","7th Dragon 2020-II","PSP","2013","Role-Playing","Sega",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9615","Aikatsu! 365 Idol Days","3DS","2014","Adventure","Namco Bandai Games",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9619","SBK 2011: FIM Superbike World Championship","PS3","2011","Racing","Black Bean Games",0.01,0.09,0,0.03,0.13,NA,NA,1,NA,"",""
"9620","Jurassic: The Hunted","X360","2009","Shooter","Activision",0.12,0,0,0.01,0.13,60,4,71,21,"Activision","T"
"9621","Dynasty Warriors: Gundam Reborn","PSV","2013","Action","Namco Bandai Games",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9622","Little Battlers eXperience: Wars","3DS","2013","Strategy","Level 5",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9623","DreamWorks Super Star Kartz","DS","2011","Racing","Activision",0.08,0.03,0,0.01,0.13,NA,NA,97,NA,"Virtuos","E"
"9627","Shimano Xtreme Fishing","Wii","2009","Sports","Mastiff",0.12,0,0,0.01,0.13,NA,NA,97,NA,"eV Interactive","T"
"9631","NBA 2K17","PS3","2016","Sports","Take-Two Interactive",0.06,0.04,0,0.02,0.13,NA,NA,19,8,"2K Games","E"
"9635","Last Ranker","PSP","2010","Role-Playing","Capcom",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9637","The History Channel: Great Battles - Medieval","X360","2010","Strategy","Slitherine Software",0.08,0.04,0,0.01,0.13,NA,NA,1,NA,"",""
"9641","Power Pro Kun Pocket 13","DS","2010","Sports","Konami Digital Entertainment",0,0,0.13,0,0.13,NA,NA,1,NA,"",""
"9643","Football Manager 2012","PSP","2011","Sports","Sega",0,0.09,0,0.04,0.13,NA,NA,1,NA,"",""
"9644","Project CARS","PC","2015","Racing","Slightly Mad Studios",0,0.12,0,0.01,0.13,83,48,70,418,"Slightly Mad Studios","E"
"9645","Teenage Mutant Ninja Turtles: Arcade Attack","DS","2009","Action","Ubisoft",0.12,0,0,0.01,0.13,36,8,47,4,"Ubisoft","E10+"
"9651","Puella Magi Madoka Magica Portable","PSP","2012","Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9655","Deadpool","XOne","2015","Action","Activision",0.09,0.03,0,0.01,0.12,NA,NA,56,23,"High Moon Studios","M"
"9658","Just Cause 2","PC","2010","Action","Square Enix",0,0.1,0,0.02,0.12,84,33,76,838,"Avalanche Studios","M"
"9659","Crush3D","3DS","2012","Platform","Sega",0.07,0.04,0,0.01,0.12,71,32,73,16,"Zoe Mode","E10+"
"9660","LEGO Marvel's Avengers","PSV","2016","Action","Warner Bros. Interactive Entertainment",0.02,0.07,0,0.03,0.12,NA,NA,65,13,"TT Games","E10+"
"9662","NeverDead","PS3","2012","Shooter","Konami Digital Entertainment",0.06,0.04,0.01,0.02,0.12,50,32,46,47,"Rebellion","M"
"9668","Deepak Chopra's Leela","Wii","2011","Misc","THQ",0.1,0.01,0,0.01,0.12,NA,NA,97,NA,"Curious Pictures","E"
"9670","DiRT Rally","XOne","2016","Racing","Codemasters",0.04,0.08,0,0.01,0.12,86,17,79,60,"Codemasters","E"
"9672","Go Play: Circus Star","Wii","2009","Action","Majesco Entertainment",0.12,0,0,0.01,0.12,NA,NA,97,NA,"N-Fusion Interactive Entertainment Corp.","E10+"
"9674","Gladiator Begins","PSP","2010","Action","PQube",0.05,0.01,0.05,0.01,0.12,59,9,79,14,"Acquire","M"
"9676","Sleeping Dogs","PC","2012","Action","Square Enix ",0.06,0.05,0,0.01,0.12,81,23,81,1209,"United Front Games","M"
"9677","Kidou Senshi Gundam Seed Battle Destiny","PSV","2012","Action","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9687","F1 2016 (Codemasters)","XOne","2016","Racing","Codemasters",0.03,0.08,0,0.01,0.12,NA,NA,1,NA,"",""
"9688","Eat Lead: The Return of Matt Hazard","X360","2009","Shooter","D3Publisher",0.1,0.01,0,0.01,0.12,53,53,69,27,"Vicious Cycle","T"
"9689","Karaoke Revolution","X360","2009","Misc","Konami Digital Entertainment",0.12,0,0,0.01,0.12,62,5,97,NA,"Blitz Games Studios","T"
"9692","Are You Smarter than a 5th Grader? Game Time","X360","2009","Puzzle","THQ",0.12,0,0,0.01,0.12,NA,NA,12,9,"ImaginEngine","E"
"9696","One Piece: Pirate Warriors 2","PSV","2013","Action","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9697","Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi","3DS","2014","Misc","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9699","Mugen no Frontier: Super Robot Taisen OG Saga EXCEED","DS","2010","Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9700","Etrian Odyssey V","3DS","2016","Role-Playing","Atlus",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9710","James Bond 007: Legends","WiiU","2012","Shooter","Activision",0.06,0.05,0,0.01,0.12,NA,NA,1,NA,"",""
"9711","Conception II: Children of the Seven Stars","3DS","2013","Role-Playing","Screenlife",0.09,0,0.03,0.01,0.12,62,11,76,44,"Spike","M"
"9714","All Kamen Rider: Rider Generation","DS","2011","Action","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9716","Reader Rabbit Kindergarten","Wii","2010","Misc","Graffiti",0.12,0,0,0.01,0.12,NA,NA,97,NA,"Graffiti Entertainment","E"
"9721","Lego Star Wars: The Force Awakens","3DS","2016","Action","Warner Bros. Interactive Entertainment",0.04,0.07,0.01,0.01,0.12,NA,NA,77,9,"TT Games","E10+"
"9724","Gundam Breaker 3","PSV","2016","Action","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9729","Ice Age: Dawn of the Dinosaurs","X360","2009","Action","Activision",0.09,0.02,0,0.01,0.12,68,28,74,6,"Activision","E10+"
"9732","My Fitness Coach: Club","PS3","2011","Sports","Ubisoft",0,0.1,0,0.02,0.12,NA,NA,1,NA,"",""
"9735","Summon Night 3","PSP","2012","Role-Playing","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9738","Rango: The Video Game","Wii","2011","Action","Electronic Arts",0.07,0.04,0,0.01,0.12,52,8,97,NA,"Behaviour Interactive","E10+"
"9748","Disney Sing It: Party Hits","PS3","2010","Misc","Disney Interactive Studios",0.1,0.01,0,0.01,0.12,NA,NA,97,NA,"Disney Interactive Studios","E"
"9749","Gundam Memories: Tatakai no Kioku","PSP","2011","Action","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9750","Everybody Dance","PS3","2011","Misc","Sony Computer Entertainment",0.11,0,0,0.01,0.12,66,5,67,8,"SCEE","T"
"9751","Kaijuu Busters","DS","2009","Action","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9752","Blackwater","X360","2011","Shooter","505 Games",0.09,0.02,0,0.01,0.12,37,12,44,14,"Zombie Studios","T"
"9753","Tom Clancy's Ghost Recon","Wii","2010","Shooter","Ubisoft",0.1,0.01,0,0.01,0.12,46,21,67,8,"Next Level Games","T"
"9755","Moshi Monsters: Katsuma Unleashed","DS","2013","Action","Activision",0,0.11,0,0.01,0.12,NA,NA,97,NA,"Black Lantern Studios","E"
"9758","Mobile Suit Gundam Side Story: Missing Link","PS3","2014","Action","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9759","Thor: God of Thunder","DS","2011","Action","Sega",0.08,0.03,0,0.01,0.12,64,18,71,9,"WayForward","E10+"
"9761","Touch My Katamari ","PSV","2011","Puzzle","Namco Bandai Games",0.07,0.03,0,0.02,0.12,69,41,73,51,"Bandai Namco Games","E10+"
"9762","PixelJunk Monsters Deluxe","PSP","2010","Strategy","Sony Computer Entertainment",0.11,0,0,0.01,0.12,86,27,78,32,"Q-Games","E"
"9764","Legend of the Guardians: The Owls of Ga'Hoole","DS","2010","Action","Warner Bros. Interactive Entertainment",0.11,0.01,0,0.01,0.12,33,5,97,NA,"Tantatus","E10+"
"9765","Ben 10 Galactic Racing","Wii","2011","Racing","D3Publisher",0.08,0.03,0,0.01,0.12,NA,NA,97,NA,"Monkey Bar Games","E"
"9767","Killer is Dead","X360","2013","Action","Deep Silver",0.08,0.02,0.01,0.01,0.12,64,38,71,144,"Grasshopper Manufacture","M"
"9768","Don Bradman Cricket 14","PS4","2015","Sports","Tru Blu Entertainment",0.01,0.09,0,0.02,0.12,76,4,73,19,"Big Ant Studios","E"
"9769","Megamind: Ultimate Showdown","X360","2010","Action","THQ",0.07,0.04,0,0.01,0.12,33,7,42,6,"THQ Australia","E10+"
"9771","Medarot DS: Kabuto / Kuwagata Ver.","DS","2010","Role-Playing","Rocket Company",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9772","Atelier Sophie: The Alchemist of the Mysterious Book","PS4","2015","Role-Playing","Tecmo Koei",0.03,0.02,0.06,0.01,0.12,75,32,80,47,"Gust",""
"9773","Mytran Wars","PSP","2009","Strategy","Deep Silver",0.08,0.02,0,0.02,0.12,68,16,87,4,"Stormregion","T"
"9774","Making History: The Great War","PSP","2010","Strategy","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9775","NCIS","PS3","2011","Adventure","Ubisoft",0.07,0.04,0,0.02,0.12,50,4,39,4,"Ubisoft","T"
"9776","Undead Knights","PSP","2009","Action","Ubisoft Annecy",0.05,0,0.06,0.01,0.12,63,27,79,13,"Now Production","M"
"9780","Dance Paradise","X360","2010","Misc","Mindscape",0.1,0.01,0,0.01,0.12,59,11,97,NA,"Mindscape Inc., Mindscape","T"
"9782","Sword Art Online: Hollow Fragment","PS4","2015","Role-Playing","Namco Bandai Games",0,0.1,0,0.02,0.12,NA,NA,1,NA,"",""
"9783","Supremacy MMA","PS3","2011","Fighting","505 Games",0.07,0.03,0,0.02,0.12,47,17,64,4,"Kung Fu Factory","M"
"9785","The God of War Trilogy","PS3","2010","Action","Sony Computer Entertainment",0,0.07,0.03,0.02,0.12,NA,NA,1,NA,"",""
"9790","Solitaire & Mahjong","Wii","2009","Puzzle","Crave Entertainment",0.11,0,0,0.01,0.12,NA,NA,1,NA,"",""
"9791","Venetica","PS3","2010","Role-Playing","DTP Entertainment",0.07,0.03,0,0.01,0.12,47,14,64,6,"Deck 13","T"
"9795","Robinson: The Journey","PS4","2016","Action","Crytek",0.06,0.03,0,0.02,0.12,65,40,68,62,"Crytek",""
"9796","Conduit 2","Wii","2011","Shooter","Sega",0.07,0.04,0,0.01,0.12,64,51,75,60,"High Voltage Software","T"
"9799","Backyard Baseball '10","DS","2009","Sports","Atari",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Mistic Software","E"
"9800","Rise of the Tomb Raider","PC","2016","Adventure","Square Enix",0,0.11,0,0.01,0.12,86,45,78,915,"Crystal Dynamics, Nixxes Software","M"
"9801","The Lord of the Rings: Aragorn's Quest","PSP","2010","Action","Warner Bros. Interactive Entertainment",0.07,0.02,0,0.02,0.12,NA,NA,97,NA,"TT Fusion","E10+"
"9803","Cabela's Dangerous Hunts 2011","DS","2010","Sports","Activision",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Activision","T"
"9804","Hatsune Miku: Project Diva X","PSV","2016","Misc","Sega",0.01,0,0.1,0,0.12,83,5,79,22,"Sega","T"
"9805","Deadliest Catch: Sea of Chaos","Wii","2010","Sports","Crave Entertainment",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Crave","E10+"
"9806","McDROID","Wii","2011","Strategy","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9807","Destiny: The Collection","XOne","2016","Shooter","Activision",0.05,0.06,0,0.01,0.12,NA,NA,97,NA,"Bungie","T"
"9808","Lego Star Wars: The Force Awakens","X360","2016","Action","Warner Bros. Interactive Entertainment",0.05,0.06,0,0.01,0.12,NA,NA,68,7,"TT Games","E10+"
"9813","Macross Triangle Frontier","PSP","2011","Action","Namco Bandai Games",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9814","SpongeBob's Surf & Skate Roadtrip","DS","2011","Action","THQ",0.1,0.01,0,0.01,0.12,NA,NA,1,NA,"",""
"9815","Farming Simulator 17","XOne","2016","Simulation","Focus Home Interactive",0.04,0.07,0,0.01,0.12,65,9,97,NA,"Giants Software","E"
"9816","Dishonored 2","PC","2016","Action","Bethesda Softworks",0.04,0.07,0,0.01,0.12,86,37,59,383,"Arkane Studios","M"
"9817","NASCAR Unleashed","X360","2011","Racing","Activision",0.11,0,0,0.01,0.12,NA,NA,97,NA,"Firebrand Games","E"
"9818","The Smurfs 2","X360","2013","Platform","Ubisoft",0.03,0.08,0,0.01,0.12,NA,NA,53,14,"WayForward","E"
"9820","Backyard Sports Football: Rookie Rush","Wii","2010","Sports","Atari",0.11,0,0,0.01,0.12,NA,NA,1,NA,"",""
"9821","Transformers: War for Cybertron -- Decepticons","DS","2010","Action","Activision",0.11,0.01,0,0.01,0.12,NA,NA,1,NA,"",""
"9827","Shin Megami Tensei: Devil Survivor 2","3DS","2015","Role-Playing","Atlus",0,0.02,0.09,0,0.12,NA,NA,1,NA,"",""
"9828","Atelier Annie: Alchemists of Sera Island","DS","2009","Role-Playing","Gust",0.08,0,0.03,0.01,0.12,70,11,66,15,"Gust","E10+"
"9835","Dragon Quest Builders: Revive Alefgard","PS3","2016","Role-Playing","Square Enix",0,0,0.12,0,0.12,NA,NA,1,NA,"",""
"9838","DiRT 2","DS","2009","Racing","Codemasters",0.06,0.04,0,0.01,0.12,73,7,97,NA,"Firebrand Games","E"
